SNORD11B	1	0	4	0	0	0	1	0	3	0	112
SNORD12B	44	47	63	61	57	2	9	3	4	3	103
SNORD111B	3	0	0	0	0	0	0	0	0	0	94
TMEM170B	1217	1073	1528	1699	1730	6546	6353	7526	5443	4697	8362
FAM138E	3	5	9	18	10	0	0	0	0	1	1130
SNORD58C	100	88	111	121	124	55	39	38	42	29	90
SCARNA27	27	31	38	53	30	3	11	14	13	5	126
SNORA84	12	4	10	15	7	0	0	0	0	0	133
SNORA36C	0	0	0	0	1	0	0	0	0	0	128
SNORA38B	10	0	4	1	4	0	5	3	2	0	132
SNORA70B	1	0	3	1	3	1	2	1	0	0	134
SNORA70C	0	0	0	0	0	0	0	0	0	0	136
SNORA11B	0	0	0	0	1	0	0	0	0	0	127
SNORA11C	0	0	0	0	0	0	0	0	0	0	127
SNORA11D	6	2	4	2	4	2	2	2	5	1	127
SNORA11E	19	18	21	22	23	15	11	27	15	7	127
LOC100124692	62	59	57	83	61	9	12	9	4	10	3538
HOTAIR	237	194	264	349	222	0	0	0	0	0	2333
ZGLP1	232	201	255	286	201	571	520	544	379	254	1980
FAM86JP	225	204	261	310	239	86	97	132	80	65	2041
FMR1-AS1	7	5	5	11	13	16	14	2	5	8	3026
MIR298	4	0	3	3	6	0	0	0	0	0	88
MIR300	0	0	0	0	0	0	0	0	0	0	83
VTRNA2-1	2	0	4	1	2	0	0	0	0	0	100
MIR509-2	0	0	0	0	0	0	0	0	0	0	91
MIR450B	0	1	1	0	1	0	0	0	0	0	78
MIR890	0	0	0	0	0	1	1	0	0	0	77
MIR891B	0	0	0	0	0	0	0	0	0	0	79
MIR888	0	0	0	0	0	0	3	0	0	1	77
MIR892B	0	0	0	0	0	1	5	7	0	3	77
MIR541	0	0	0	0	0	7	2	2	2	0	84
MIR875	0	0	0	0	0	0	0	0	0	0	76
MIR876	0	0	0	0	0	0	0	0	0	0	81
MIR147B	0	0	0	0	0	0	0	0	0	0	80
MIR744	0	0	3	0	1	0	4	0	4	0	98
MIR877	0	0	0	0	0	0	0	0	0	0	86
MIR665	0	0	0	0	0	0	0	0	0	0	72
MIR873	0	0	0	0	0	0	2	0	0	0	77
MIR374B	1	2	3	11	9	34	23	31	22	13	72
MIR301B	0	0	0	0	0	0	0	0	0	0	78
MIR216B	0	0	0	0	0	0	0	0	0	0	82
MIR920	1	0	0	0	0	0	0	0	0	0	75
MIR922	0	0	0	0	0	0	0	0	0	0	81
MIR924	0	0	2	0	0	0	0	0	0	0	53
MIR934	0	0	0	0	0	0	0	0	0	0	83
MIR935	0	0	0	0	0	0	0	0	0	0	91
MIR936	0	0	0	0	0	0	0	0	0	0	98
MIR938	1	0	0	0	1	0	0	0	0	0	83
MIR940	17	24	26	24	15	16	11	20	8	8	94
MIR941-1	4	5	0	2	4	4	0	3	1	1	57
MIR942	1	1	2	2	1	1	0	0	0	1	86
MIR943	16	1	2	9	4	6	15	10	9	7	94
MIR708	0	0	1	2	1	0	0	0	0	0	88
MIR885	0	0	0	0	0	3	0	1	0	0	74
MIR543	0	0	0	0	0	0	0	0	0	0	78
MIR208B	0	0	0	0	0	2	0	1	1	0	77
MIR509-3	0	0	0	0	0	2	0	0	0	0	75
MIR937	0	0	0	0	0	0	0	0	0	0	86
MIR941-2	5	0	0	0	2	1	1	1	0	0	89
MIR944	0	0	0	0	0	0	0	0	0	0	88
MIR891A	0	0	0	0	0	0	0	0	0	0	79
MIR892A	0	0	0	0	0	4	7	7	0	1	75
MIR874	0	0	0	0	0	8	2	4	3	2	78
MIR889	0	0	0	0	0	0	0	0	0	0	79
MIR190B	0	0	0	0	0	0	0	0	0	0	79
MIR887	0	1	2	0	1	0	0	0	0	0	79
MIR760	4	3	1	4	0	24	22	22	17	10	80
MIR921	0	0	0	0	1	0	0	0	0	0	56
MIR933	3	1	1	1	3	1	3	0	1	3	77
MIR939	0	0	0	1	0	0	0	0	0	0	82
MIR297	0	0	0	0	0	0	0	0	0	0	66
MIR365A	0	3	0	1	1	0	0	0	0	0	87
MIR365B	0	0	0	0	1	0	0	0	0	0	111
LOC100126447	5	3	2	4	6	0	0	0	0	0	652
LOC100126582	16	19	20	18	15	32	37	28	27	19	1718
LINC00322	148	113	168	159	121	22	10	12	11	7	3781
SNAR-G1	2	1	1	0	0	0	0	0	0	0	128
SNAR-F	0	0	0	0	0	0	0	0	0	0	123
LOC100126784	150	129	149	175	117	1209	1231	1226	902	648	3667
EGOT	2	1	1	2	0	2	2	2	1	4	1464
GHRLOS	82	59	104	92	106	58	44	67	48	29	1708
SNAR-A1	1	0	0	0	0	0	0	0	0	0	122
SNAR-A2	0	0	0	0	0	0	0	0	0	0	122
SNAR-A12	0	0	0	0	0	0	0	0	0	0	122
KIAA1024L	0	0	1	1	3	0	1	0	2	1	573
LOC100127888	168	102	148	186	125	97	80	116	70	56	1423
C10ORF131	13	18	27	18	15	11	20	17	15	16	1176
LOC100127909	0	2	0	0	1	3	0	0	0	0	1515
LOC100127910	16	17	13	25	18	37	37	28	29	16	2247
LOC100127919	0	0	0	0	0	0	0	0	0	0	483
LOC100127946	2	2	7	10	1	4	1	1	5	0	759
HECW1-IT1	0	0	0	0	2	1	5	8	2	2	1839
LOC100127974	52	38	57	84	65	34	24	28	26	9	2196
LOC100127983	347	301	399	423	381	63	42	66	58	39	1053
LOC100128002	0	0	0	1	0	14	13	23	10	12	2697
DPPA2P3	0	2	3	0	3	0	0	0	0	0	1146
LOC100128028	52	25	32	48	36	24	25	11	34	12	1957
LOC100128054	1	2	4	1	0	8	9	19	3	1	1408
SMARCA5-AS1	2	0	1	4	2	9	5	5	6	2	945
LOC100128059	0	1	0	1	0	0	1	2	2	0	2185
FAM229A	455	381	384	491	253	469	409	396	286	148	699
LOC100128076	36	30	26	35	34	235	213	211	158	114	2012
LOC100128077	55	30	30	74	61	12	9	6	0	2	603
JAZF1-AS1	7	1	7	8	8	267	256	298	211	172	1194
ST8SIA6-AS1	93	74	110	135	100	2	4	10	0	1	557
LOC100128105	1	0	7	2	2	2	0	1	0	0	494
HGC6.3	4	5	4	2	1	133	100	117	100	66	1016
LOC100128130	172	123	167	187	177	18	25	14	4	15	2044
LOC100128131	0	0	0	0	0	32	38	42	41	21	3103
