ZNF730	515	551	533	613	46	65	47	48	1698
LOC100129550	946	1059	834	1144	1639	1783	1655	1444	5904
FAM47E	89	83	72	96	881	965	956	921	1550
LOC100129596	19	21	11	16	10	12	10	8	453
LINC00462	59	35	31	36	2	0	1	0	780
LOC100129617	109	98	88	126	58	45	59	58	1923
LOC100129620	0	0	0	1	66	102	71	57	2544
LOC100129626	0	0	1	0	4	4	1	3	156
LOC100129637	3471	3570	2997	4562	2312	2592	2129	2055	6938
TCF24	63	84	67	91	11	18	14	17	2450
LOC100129697	108	99	91	101	186	175	187	162	1460
NAG20	0	2	0	1	4	1	2	0	1615
ARRDC3-AS1	110	166	123	170	41	38	28	23	2502
LOC100129722	166	162	161	208	32	21	20	12	1701
LOC100129726	175	142	125	193	34	26	29	21	1645
LOC100129781	207	213	171	212	174	172	175	166	815
CCDC152	244	302	215	323	481	500	451	422	3491
LOC100129794	261	276	240	302	251	247	199	190	1769
MRVI1-AS1	15	9	18	23	68	55	77	64	657
LOC100129831	98	104	86	113	50	67	60	63	959
ZNF737	1370	1407	1256	1537	2006	2330	2108	1999	8391
PCOLCE-AS1	82	64	70	97	64	62	44	58	2538
LOC100129858	106	98	61	121	213	215	209	189	2017
LOC100129860	0	0	0	0	1	0	0	0	372
SCXA	0	0	0	0	0	0	0	0	606
LOC100129917	509	511	417	583	568	662	524	519	1700
LOC100129924	72	78	58	77	44	43	22	21	1023
LOC100129931	22	15	7	19	31	20	19	15	4300
LOC100129935	0	0	0	0	13	9	8	7	1831
LOC100129940	34	34	29	55	10	5	8	6	4675
LOC100129961	158	143	154	231	292	250	233	227	1405
LOC100129973	55	50	53	75	321	413	350	325	2190
LOC100129999	41	32	35	56	64	61	84	74	1843
HDAC6	11149	11176	9322	14597	11219	11838	10665	10049	4099
LOC100130000	66	70	49	83	195	218	186	156	1731
HMGA1P8	4242	4532	3893	5993	436	459	353	405	348
LOC100130015	322	325	273	423	259	322	249	245	2126
FTLP10	0	0	0	0	0	0	0	0	1501
LOC100130027	1761	1629	1472	2169	1587	1862	1454	1454	4953
LOC100130071	11	8	15	15	49	53	45	38	778
HBCBP	0	6	6	7	4	3	3	1	591
LOC100130093	226	216	189	297	453	505	404	412	2400
LOC100130097	130	110	96	131	380	399	342	334	1612
LOC100130100	4	3	7	7	0	0	0	0	576
LOC100130111	27	29	21	25	132	187	124	139	2531
MAPT-IT1	14	7	6	15	259	264	226	245	3016
LOC100130155	1	0	0	1	227	204	191	177	1262
LOC100130156	1	6	3	5	4	7	2	3	443
LOC100130157	234	241	210	293	110	102	59	79	3150
LOC100130169	0	0	2	0	0	4	1	0	423
LOC100130172	38	35	33	45	31	42	28	20	1600
LOC100130219	392	469	423	540	567	646	573	587	2331
LINC00861	75	70	64	71	19	11	6	11	5330
LOC100130232	4	3	3	5	10	14	1	5	1048
LOC100130238	148	175	164	217	3661	3962	3331	3322	3877
PP2672	13	18	13	11	2	0	3	0	2438
LOC100130264	2	2	1	6	3	5	3	0	1789
CCDC166	0	4	3	5	13	11	8	10	1320
LOC100130275	214	225	184	304	21	23	23	27	1304
LOC100130285	27	16	3	24	86	72	56	52	697
LOC100130298	0	2	2	4	168	178	136	141	513
LOC100130301	3	0	2	0	7	12	3	4	658
SUPT20HL1	5	4	0	1	4	7	6	4	2664
C17ORF107	90	68	55	101	786	852	643	685	3082
LOC100130331	42	57	52	133	45	45	26	40	3127
SCGB2B3P	2	2	2	6	10	17	9	7	1455
LOC100130345	3	5	5	2	19	23	18	22	1503
LOC100130348	10	14	1	7	3	2	0	2	402
LOC100130357	911	895	800	1076	312	310	254	265	5672
CXORF49	50	54	40	91	3	0	1	0	1851
LOC100130370	500	464	418	608	364	387	311	323	771
LINC00552	5	1	6	2	44	55	36	30	2579
LOC100130417	700	698	651	929	50	41	52	44	496
CECR7	791	851	694	951	657	664	564	582	2726
LOC100130428	82	115	90	127	27	51	43	25	830
PP14571	133	121	89	159	557	583	531	448	2017
LOC100130452	2	1	3	10	0	0	0	1	507
LOC100130458	17	13	4	15	1	0	0	0	2804
LOC100130466	26	32	32	54	25	20	20	19	862
LOC100130476	110	136	135	175	7	8	5	7	743
LOC100130480	0	2	0	1	2	0	1	3	602
LOC100130502	10	12	11	21	28	37	24	34	1391
LOC100130503	643	714	623	822	4237	4806	4298	4228	2829
LOC100130507	10	9	5	14	48	54	44	37	3849
TMEM221	189	171	154	242	409	441	372	374	1930
PARD6G-AS1	140	156	124	183	131	139	130	117	3737
LOC100130539	37	26	28	33	83	90	98	79	1186
LOC100130547	295	285	216	393	148	154	125	122	2907
LOC100130548	60	52	41	59	46	43	43	29	2422
LOC100130557	753	775	664	932	676	675	644	598	3182
LOC100130579	129	118	102	245	56	67	33	59	481
LOC100130581	686	670	592	848	348	380	307	276	4399
CXORF64	0	0	0	0	0	2	1	2	1228
LOC100130673	48	25	36	41	101	109	100	69	862
LOC100130691	503	574	467	653	474	530	443	426	5206
LOC100130698	17	8	10	15	30	22	21	26	4413
LOC100130700	1	3	3	5	0	0	0	1	601
LOC100130701	4	13	19	10	59	60	56	39	1041
CECR5-AS1	31	45	30	54	79	70	78	60	626
LRRC70	176	213	184	219	58	87	79	86	2249
LRRC69	128	135	119	146	32	37	15	15	1323
EFCAB10	62	68	36	40	68	85	87	54	764
LOC100130776	317	305	256	478	145	187	169	181	1531
LOC100130815	0	0	0	3	0	0	0	0	1678
SGK110	110	113	93	135	25	11	16	19	1269
LOC100130849	0	0	0	0	0	0	0	0	333
LOC100130855	320	333	283	345	205	225	174	173	1722
LOC100130856	400	357	363	516	786	787	716	699	2177
LOC100130876	3	3	2	3	1	0	0	0	2208
LOC100130880	1	4	1	7	1	1	0	0	577
LOC100130887	43	75	70	97	146	161	140	163	951
PSORS1C3	42	42	22	47	12	5	12	9	593
LOC100130894	66	77	55	104	421	455	452	382	2227
LOC100130921	164	211	161	228	85	112	100	125	582
LOC100130932	1928	2211	1695	2897	521	562	553	489	934
SMIM6	18	11	21	30	148	178	155	163	828
CSAG4	61	31	37	53	1	0	0	1	333
LOC100130938	51	47	39	61	15	16	18	19	653
LOC100130950	193	266	158	218	528	641	512	477	1728
LOC100130954	14	9	17	13	8	9	5	5	2638
SYCE1L	125	141	119	195	169	202	180	187	877
C6ORF99	43	30	26	35	7	12	10	11	638
LOC100130987	169	181	151	248	234	276	245	215	850
C7ORF72	0	0	0	1	8	8	7	6	1911
LOC100131060	40	40	27	39	176	186	184	156	1123
LOC100131067	1091	1214	1008	1521	726	799	687	626	2915
LOC100131089	443	455	394	634	715	813	692	676	2317
LOC100131094	280	244	241	328	128	162	128	101	3071
LOC100131107	0	0	1	1	0	0	0	0	1026
ZBTB20-AS1	0	4	3	2	10	16	2	2	1689
LOC100131131	0	0	0	0	4	0	1	2	1546
LOC100131132	0	3	4	4	1	2	0	3	1916
BSPH1	0	2	0	0	12	15	7	9	654
LOC100131138	17	22	19	22	0	0	1	0	361
LOC100131174	0	0	1	1	0	0	1	0	1918
WDR86-AS1	91	110	70	121	65	46	47	43	789
TSTD1	857	975	801	1251	729	699	679	717	673
KIAA1984-AS1	677	734	579	916	854	882	738	742	2386
RPL21P28	2028	2306	1855	2685	1183	1418	1316	1089	566
SNAP25-AS1	51	46	35	45	585	660	510	561	2956
TMEM194B	1382	1443	1205	1722	363	435	377	403	3637
ZNF503-AS2	331	341	281	436	172	164	146	173	2764
ANKRD63	31	41	44	58	50	49	47	50	1143
LOC100131257	43	37	32	51	6	10	18	8	21017
NSAP11	4	6	3	11	0	5	2	1	2054
LOC100131320	9	10	14	21	479	594	501	459	2460
LOC100131347	36	26	17	32	36	26	34	32	2305
LINC00605	9	8	9	4	1	7	6	7	1558
LOC100131372	18	18	15	20	69	88	68	69	4641
LOC100131373	23	33	21	33	1	0	4	5	2714
C11ORF91	87	70	69	89	44	69	51	30	903
LOC100131381	11	9	9	12	39	46	44	44	470
SP9	17	20	18	33	134	132	121	103	1455
LOC100131395	30	39	25	46	88	108	101	92	3470
LOC100131434	425	467	446	592	585	611	503	547	2344
CD300LD	0	1	4	0	2	0	1	0	644
DBIL5P	120	115	93	145	318	333	303	285	2677
LOC100131479	0	3	0	2	1	6	7	3	618
LOC100131496	27	32	16	30	12	14	14	12	2253
LOC100131510	11	17	27	20	123	129	130	110	712
LOC100131530	200	175	145	146	265	306	199	171	2172
ZNF705E	16	21	14	26	14	14	13	7	909
LOC100131541	15	12	15	15	10	14	5	3	1133
LOC100131551	103	115	91	124	9	13	9	3	3014
FKSG29	7	4	2	6	4	1	6	3	608
